	US82800149_251976012849	US82800149_251976012848	US82800149_251976012847	US82800149_251976012843	US82800149_251976012845	US82800149_251976012844	US82800149_251976012850	US82800149_251976012851	US82800149_251976012852	US82800149_251976012853	US82800149_251976012932	US82800149_251976012931	US82800149_251976012930	US82800149_251976012841	US82800149_251976012846	US82800149_251976012929
UBQLN4	1.11516666666667	-0.68700000000000006	-2.1635	0.0926666666666667	-0.0583333333333333	0.390833333333333	0.403666666666667	0.5815	-0.3595	-0.245	-0.4572	-0.985333333333333	-1.4028	-0.454666666666667	-1.8438333333333301	0.019
C1GALT1	1.17125	0.26324999999999998	0.88975	1.2465	0.40675	-0.31	-0.1295	0.713	0.049	0.77875	1.4715	1.777	1.6645	-0.38825	0.39500000000000002	1.918
OSMR	-0.721357142857143	-0.33485714285714302	-0.0692142857142857	-0.355142857142857	-0.34150000000000003	-0.9275	-1.94314285714286	-0.811571428571428	-1.48728571428571	-0.285357142857143	-1.5295	-1.15109090909091	-1.24858333333333	-1.23842857142857	-0.7625714285714279	-1.08092857142857
FAM112B	-4.22366666666667	-3.1966666666666699	-2.956	-3.97966666666667	-1.6316666666666699	-3.76116666666667	-2.10083333333333	-4.52916666666667	-3.9165	-3.68966666666667	-2.9378	-3.668	-2.42675	-3.71333333333333	-3.76616666666667	-3.63583333333333
FAM112A	0.709	0.29575000000000001	-0.07	-0.08975	-0.16500000000000001	0.111	-0.86175	-0.12475	0.578	2.70925	0.27175	0.266666666666667	0.0213333333333334	0.309333333333333	0.16175	0.105333333333333
GSG2	-1.444	-2.3915000000000002	-3.3015	-2.6985	-1.7424999999999999	-3.7945	-0.667	-2.0325	-4.8255	-2.755	-2.987	null	null	-2.949	-3.0445000000000002	-4.481
BIVM	0.6465	1.0255000000000001	2.1805	1.96675	1.59175	2.26775	-0.64925	1.5235	2.17075	1.63275	0.71275	1.62575	3.298	0.74075	1.0065	1.54425
DAPK3	-1.506	0.66649999999999998	-1.352	-0.8215	-0.20300000000000001	-0.25	-0.584	-0.795	0.2745	-0.502	-0.426	0.0155	-0.143	-0.685	-0.91599999999999993	-1.04
DAPK2	0.52	0.116833333333333	0.038	-0.00916666666666666	0.19316666666666699	-0.267833333333333	-1.42883333333333	0.362333333333333	0.2	0.914666666666667	0.587	-0.9462	0.5724	-1.03	0.335666666666667	-0.0891666666666667
DAPK1	1.14766666666667	0.61333333333333295	1.04983333333333	1.52683333333333	1.5188333333333301	2.525	2.00666666666667	1.74466666666667	2.3055	1.383	0.197166666666667	0.689333333333333	0.587333333333333	2.569	0.69366666666666699	1.81766666666667
ULK2	1.7285	1.9604999999999999	3.08825	2.13075	1.5157499999999999	2.30725	1.687	2.5105	3.259	2.0775	3.84325	3.19675	2.42425	1.1565	2.7850000000000001	2.41225
ULK3	-1.23483333333333	-1.2695000000000001	-1.51383333333333	-1.034	-0.091499999999999998	0.174333333333333	-1.028	-0.3665	0.409	-0.339833333333333	-2.763	-0.683833333333333	-1.75133333333333	-0.919166666666667	-1.2998333333333301	-1.25666666666667
PABPN1	-1.183625	-0.85850000000000004	-0.855875	-0.85275	-0.15662499999999999	-0.057625	-0.324125	-0.423125	0.76575	-0.977	-0.45375	-0.581375	1.032	-0.25175	-0.21687500000000001	0.07825
ULK1	-1.25883333333333	-0.88283333333333303	-1.57933333333333	-1.1745	-0.30783333333333301	0.0635	-2.021	-0.18875	0.75125	-0.792416666666667	-1.44181818181818	-0.738090909090909	-0.87475	-0.221666666666667	-0.92616666666666703	-1.94316666666667
PIM2	-0.9635	-1.6916666666666698	-1.31908333333333	-1.03566666666667	-1.0885833333333299	-1.08441666666667	-1.44866666666667	-0.862083333333333	-0.956666666666667	0.23	-0.992166666666667	-1.571	-1.99308333333333	-1.53875	-1.6329166666666699	-0.684166666666667
PIM3	-0.515	-0.79325000000000001	-0.8375	0.945	0.39624999999999999	0.5175	-0.0285	-0.003	1.10275	0.74975	-1.06525	-0.93375	0.33875	-0.6655	-0.14374999999999999	-0.33175
ULK4	-0.908833333333333	0.86233333333333295	-0.279833333333333	1.633	0.39083333333333292	0.687333333333333	-0.746	-0.4346	-0.47	-0.894666666666667	-1.2885	-0.4025	1.0275	1.60666666666667	0.036499999999999998	0.27525
TNR	0.86	1.266	1.0395	1.2105	0.1105	0.082	1.056	0.1545	0.6855	0.606	0.286	0.171	-0.3295	2.8595	0.73050000000000004	0.396
ZFPL1	-0.70275	-0.88675000000000004	-1.13625	-0.55725	-0.0067499999999999999	-0.187	-0.5755	-0.615	-0.66275	-0.592	-1.349	-1.43675	-0.678333333333333	0.03975	-1.0665	-1.706
C21orf125	-1.58933333333333	-2.04575	-0.7955	-1.389	-0.75949999999999995	-1.20025	-1.05233333333333	-0.989	-1.38875	-1.296	-2.061	-2.4785	-0.051	-1.9195	-1.8100000000000001	-0.928
IL18R1	2.053125	1.18075	2.346875	1.910625	2.0847500000000001	3.502625	-0.92725	2.34975	2.66375	3.950875	0.66675	2.2736	0.931	1.84225	2.4492500000000001	0.785875
C21orf121	0.20525	0.22450000000000001	-0.77725	0.44125	-0.15975	-0.341	-0.67025	-0.06525	-0.56625	0.98975	0.6925	0.704	-0.202333333333333	0.289	-0.36149999999999999	0.049
TNF	0.407285714285714	1.21742857142857	2.01814285714286	2.38192857142857	0.72864285714285704	1.27721428571429	0.154285714285714	1.61335714285714	0.626	1.0125	1.02192307692308	-0.397666666666667	-0.589363636363636	-0.473428571428571	2.8050714285714307	0.666928571428571
MYNN	1.951	0.50633333333333286	1.30966666666667	1.87133333333333	-0.165333333333333	-0.0165	1.67183333333333	0.9465	-0.0821666666666667	1.1555	1.48983333333333	1.14766666666667	0.804666666666667	1.03766666666667	1.13533333333333	1.57266666666667
MGC27016	1.684	0.33333333333333304	0.318333333333333	-0.78	-0.45233333333333292	0.0506666666666667	1.5742	0.643	-0.168833333333333	-0.2895	0.6915	0.672666666666667	0.843	0.502	1.7338333333333302	0.67675
RIMS1	1.120375	0.19800000000000001	-0.211875	0.5005	-0.105875	-0.722	0.391857142857143	0.001875	-0.208875	0.123125	-0.2476	-0.5538	1.28385714285714	-0.215	0.0135	-1.8355
HRNBP3	-0.356625	0.48049999999999998	-0.575	-0.437375	-0.44987500000000002	-1.153625	-0.608875	-0.33275	-0.653125	-0.7115	-0.743142857142857	-0.19125	-0.450285714285714	-1.51375	-0.66874999999999996	-0.878142857142857
PREX1	-3.202	-0.75949999999999995	-1.762	-3.4425	-1.3440000000000001	-1.234	-3.4085	-1.838	-2.8655	-0.5735	-2.4375	-3.4845	-1.6765	-5.673	-1.5630000000000002	-2.014
TMEM39B	-1.79025	-1.5062500000000001	-1.44175	-1.38725	-0.32400000000000001	-0.6485	-0.42175	-0.87875	-0.5235	-0.688	-1.497	-1.5155	-2.40866666666667	-0.29725	-1.1930000000000001	-1.90775
FAM138F	-0.3645	-0.58700000000000008	-0.19	0.421	-0.41600000000000004	-0.533	0.215	-0.179	-0.049	-0.3085	1.051	-0.333	-0.403	-0.2	0.0069999999999999993	-0.8435
POU2F3	-0.331	-0.35175000000000001	-0.26875	-0.34675	-0.19550000000000001	-1.4095	0.01475	0.07425	-0.08275	0.06725	0.597	0.27925	-0.268	-0.67275	-0.58799999999999997	-0.3625
TAAR2	1.6025	0.0	1.4765	1.576	0.028999999999999998	0.024	1.5705	0.62	0.3695	0.961	0.159	0.988	1.227	0.7385	1.004	0.3485
PITPNC1	-1.2645	-0.32533333333333303	-0.426833333333333	0.234833333333333	0.134833333333333	-0.0065	-0.4065	0.294333333333333	-0.246333333333333	0.236833333333333	-0.974333333333333	-0.510666666666667	-1.25916666666667	2.15383333333333	-0.81283333333333296	-0.82
IFIT1L	0.718	-0.38600000000000001	0.7345	0.7745	0.2225	0.5415	0.703	0.4985	1.0315	0.154	1.5175	0.521	0.244	0.585	0.878	-1.44
MYO7A	0.8405	0.363875	0.08325	0.391625	0.080625000000000002	0.38375	0.022875	0.044625	0.012875	1.02525	0.1125	-0.750375	-2.9066	-0.5755	-0.0085000000000000093	-1.159875
MYO7B	0.589666666666667	-0.013999999999999999	-0.228833333333333	-0.0668	0.68999999999999995	0.286666666666667	-0.0448	-0.191	-0.5546	-0.5565	-0.635	0.444166666666667	0.0146666666666667	0.450666666666667	-0.4406666666666671	0.0241666666666667
UBL5	1.65975	1.6487499999999999	1.04675	0.8535	0.29749999999999999	0.22225	0.678	0.88975	1.03	1.0625	1.411	1.146	0.45975	1.38775	1.2642500000000001	0.47425
RBCK1	-1.42083333333333	-0.35983333333333289	-1.87033333333333	-0.7825	-0.499	-0.00116666666666667	-1.178	-1.25866666666667	-0.635166666666667	-0.0961666666666667	-2.5332	-2.492	-1.53266666666667	0.1055	-1.6903333333333301	-1.5485
UBL7	-1.12716666666667	-1.3145	-1.75166666666667	-1.13666666666667	-0.48916666666666708	-1.07266666666667	-1.2105	-1.22216666666667	-1.68583333333333	-1.31266666666667	-1.90366666666667	-1.521	-1.34	-0.711833333333333	-1.78666666666667	-1.3505
STK19	-1.16533333333333	-0.98750000000000004	-0.7875	-0.236	-0.103333333333333	0.055	-0.5555	-0.506666666666667	-0.2505	-0.684333333333333	-0.980666666666667	-0.734	-0.916833333333333	0.00166666666666666	-0.74450000000000005	-0.5485
UBL3	-0.499125	-0.28925000000000001	0.386625	-0.3735	-0.66449999999999998	-0.049125	0.72825	-0.323125	-0.46375	-0.4585	-0.16075	-0.233125	1.020875	0.458	-0.40500000000000003	0.3205
LOC136242	-0.64625	0.247	0.00800000000000001	-0.3385	-0.17199999999999999	0.12775	-2.03	0.28675	0.3475	-0.546	0.44275	0.612666666666667	-1.16966666666667	-0.17225	0.024	0.53475
LTB4R2	0.5545	-0.111	0.158	0.8305	0.27600000000000002	0.2565	0.9155	0.381	0.3105	0.3885	0.532	-0.4785	-0.467	0.2665	0.14449999999999999	-0.2925
MKNK1	1.1175	-0.33600000000000002	0.2625	-0.277666666666667	0.28383333333333305	0.873166666666667	-0.0615	0.493833333333333	0.761333333333333	0.592833333333333	-0.933166666666667	-0.3625	-0.742666666666667	-0.395166666666667	0.34600000000000003	-0.238166666666667
STK10	-0.734	-0.53366666666666707	-0.609	-0.983666666666667	-0.117833333333333	-0.0268333333333333	-0.738	-0.183	-0.393166666666667	0.564833333333333	-1.7035	-1.31	-2.49283333333333	-1.5005	-0.34466666666666701	-1.43166666666667
POLG2	1.4435	-0.98699999999999999	0.05775	-0.2185	-0.47799999999999998	-0.3795	0.23875	-0.164	0.5085	-1.46375	0.1515	-0.22675	-0.75475	-0.865	-0.74375000000000002	-0.385
STK16	1.621	1.25125	1.95825	2.058	0.63524999999999998	1.36375	0.593	1.36725	0.853	2.173	1.35025	2.432	-2.61975	1.439	1.8142499999999999	1.82575
OR13H1	0.811	-0.16600000000000001	0.466	0.1105	0.2235	0.1325	-0.327	-0.7405	0.093	0.3555	0.3165	0.3795	0.043	-0.369	0.34150000000000003	-0.757
FKBP5	-0.499875	-0.75637500000000002	-1.556	-1.105125	-0.139875	-0.408125	-1.531375	-0.107375	-1.54375	0.80875	-0.965714285714286	-3.47175	1.140125	-1.976125	-1.4185000000000001	-0.629375
FKBP6	4.2135	-0.16200000000000001	1.4785	1.982	1.3314999999999999	1.437	0.552	0.3735	1.9715	0.4955	1.904	-0.615	2.362	0.1145	0.27300000000000002	1.486
FKBP7	1.36725	-0.58074999999999999	1.60225	-0.583	-0.045999999999999999	-0.903	0.75475	-1.03725	-0.836	-1.35125	-0.19025	-0.15475	-0.60075	0.249	0.95474999999999999	0.39575
IL17RD	-0.5625	0.95925000000000005	1.8025	1.378375	1.05375	1.4115	-2.61442857142857	0.389125	1.84925	-2.69428571428571	-1.09471428571429	2.3745	1.54866666666667	2.078125	0.56012499999999998	1.648
SEC23IP	0.607	-0.087833333333333305	0.346	1.37633333333333	0.090999999999999998	0.2305	1.852	0.637833333333333	-0.533	0.736	-0.421166666666667	0.614	0.176833333333333	0.3375	0.30866666666666698	0.904666666666667
FKBP3	0.18275	-0.095500000000000002	0.492	-0.00675000000000001	-0.27450000000000002	-0.17925	0.45975	0.3655	-0.039	-0.5425	0.37125	-0.08525	0.06	-0.1565	-0.53249999999999997	0.253
FKBP8	-0.963833333333333	-0.9375	-1.86683333333333	-1.19016666666667	-0.65000000000000002	-1.04133333333333	-0.625333333333333	-1.26716666666667	-1.38466666666667	-1.3445	-1.71466666666667	-2.37166666666667	-0.4805	-0.806666666666667	-1.9059999999999999	-0.95
FKBP9	-1.423	0.0052499999999999899	-0.67625	-0.33075	-0.14774999999999999	0.60225	-1.05525	-1.229	-1.317	-0.77675	-3.9965	-1.45675	-1.13166666666667	-0.0545	-0.89549999999999996	-0.7395
NID1	-1.71425	-2.6869999999999998	-2.1365	-1.42	-0.74900000000000011	-1.4435	-0.583	-1.2555	-1.721	-1.25	-1.14075	-0.313	-2.02033333333333	-0.933	-1.6207499999999999	0.322666666666667
C1orf123	1.00366666666667	-0.075666666666666701	0.400666666666667	0.178	0.31433333333333302	-0.00916666666666668	-0.1445	0.0941666666666667	-0.00716666666666665	0.645	0.212166666666667	0.209333333333333	0.0148333333333333	0.435666666666667	0.41166666666666707	0.469833333333333
SLC27A6	0.0359999999999999	0.53574999999999995	-4.52275	-4.141	-3.6127500000000001	-3.98675	-0.529	-1.88666666666667	-3.64733333333333	-3.804	-0.6325	-0.005	-0.839666666666667	-2.00325	-2.8815	-1.291
NAPSA	2.989	3.38775	4.4115	4.8235	2.5469999999999997	4.10575	0.257	4.23025	4.8315	2.7845	3.4695	3.45175	3.53425	3.33325	4.6157500000000002	2.96775
SAMD5	5.05275	0.46299999999999997	0.4945	-2.25175	-1.42075	-0.28925	1.5355	-1.2155	-0.549	2.84625	-0.302	2.15075	-1.787	-1.9225	1.1975	1.6535
ATF7IP	-1.5125	-0.70999999999999996	-0.6245	-0.524666666666667	-0.62266666666666703	-0.5645	-0.561333333333333	-0.087	-0.704333333333333	-0.4925	-0.1495	-0.0525	-0.081	-0.561666666666667	-0.44733333333333292	0.5615
SLC27A1	-0.123166666666667	1.1105	0.651666666666667	-0.0405	0.671333333333333	1.1185	-0.8305	0.5825	2.09233333333333	0.5915	0.209166666666667	0.785833333333333	0.5305	1.43516666666667	0.89033333333333298	0.0365
PPME1	-1.40025	-0.021375000000000002	-0.747375	-2.024125	-0.52925	-1.43675	-1.501	-1.904875	-0.96225	-0.965625	-2.21585714285714	-0.424142857142857	-2.469	-0.65875	-0.56362500000000004	-2.91775
BLOC1S2	-1.026625	1.7017500000000001	1.663875	1.245375	-0.020875000000000001	1.096	1.2865	0.068	-0.50325	1.72725	2.03825	0.521625	0.33125	0.629875	1.9497500000000001	2.152875
GABARAP	0.3305	0.85850000000000004	0.6875	1.3345	0.35299999999999998	0.67	1.051	1.429	0.1575	0.43	0.776	0.354	0.8395	0.5115	0.1205	1.4555
SAMD7	-2.125	0.01	0.536	0.797	0.51549999999999996	0.183	-0.997	1.02	-0.6645	-0.4795	-0.136	-0.2335	0.1525	0.428	-0.66049999999999998	0.442
SNAG1	-0.536833333333333	0.11900000000000001	0.0308333333333333	-0.612833333333333	-0.43316666666666709	0.178666666666667	0.862166666666667	-0.5515	-0.793666666666667	0.486	-0.6586	-0.257666666666667	-2.00666666666667	0.6925	-0.133833333333333	0.419166666666667
KCTD5	-0.2851	-0.45899999999999996	-0.4643	-0.1428	-0.38799999999999996	-0.2742	-0.1397	-0.4094	-0.4719	-0.2557	-0.7285	-0.626888888888889	-0.0021000000000001	-0.4685	-0.27929999999999999	0.000500000000000145
C14orf152	0.24175	0.27775	0.4125	0.254666666666667	0.034750000000000003	0.395	0.39475	0.87725	0.853	1.21525	0.0312500000000001	0.71175	0.132	0.11975	-0.097750000000000004	0.6385
C14orf153	-0.4918	-1.1679999999999999	0.829166666666667	0.455333333333333	-0.28266666666666695	-0.509166666666667	0.200166666666667	0.3895	0.179666666666667	-0.630833333333333	0.462666666666667	0.3922	0.754	-0.0765	-0.71833333333333294	0.584
SV2C	-0.748333333333333	-0.045499999999999999	-0.24025	-0.35375	-0.86275000000000002	-0.25075	0.0376666666666667	0.7065	-0.21625	-0.15275	-0.114333333333333	-0.262	1.2345	-0.38275	0.14124999999999999	-0.714
SV2B	2.3735	0.58950000000000002	3.88333333333333	0.420666666666667	0.8640000000000001	2.03983333333333	-0.48	0.645166666666667	3.79083333333333	0.334333333333333	0.456333333333333	-1.5194	-2.1332	-1.16233333333333	5.07283333333333	4.07433333333333
C14orf156	-0.755166666666667	-0.55283333333333295	0.946333333333333	-1.39133333333333	-0.82533333333333303	-1.92233333333333	-1.03916666666667	-0.412833333333333	-1.2755	-1.4285	-0.0538333333333333	-1.45383333333333	-0.440833333333333	-2.13116666666667	-0.58050000000000002	-1.157
IFNA16	-1.124	0.12300000000000001	-0.294	-0.696	0.3715	0.2175	-2.009	-0.2515	0.173	0.6035	-0.5315	0.303	-1.5595	0.4875	0.32550000000000001	-0.465
C14orf155	0.51575	0.4375	0.3525	0.881333333333333	0.34549999999999997	-0.78925	1.35125	0.73525	0.417666666666667	0.4915	0.634666666666667	1.07733333333333	1.918	-0.21825	-0.30425000000000002	0.814333333333333
PCCA	1.2205	0.73799999999999999	2.3795	1.8805	0.71475	0.5555	1.098	1.94425	0.893	1.28525	2.18775	2.358	1.08175	1.95	0.58850000000000002	2.35775
MAN2C1	-0.97925	-1.41825	-1.619	-0.79725	0.22012499999999999	0.16275	-1.105625	-0.855625	0.319375	-0.27175	-2.552	-1.212875	-1.314125	0.1435	-1.260875	-2.130125
LOC283345	-0.425	-0.57950000000000002	-0.4105	-0.933	0.032000000000000001	0.315	0.003	-0.028	0.1165	-0.7145	0.8815	-1.433	0.222	-0.8005	-0.43049999999999999	-1.525
WIPI2	-0.479583333333333	0.095833333333333298	-0.193333333333333	0.569916666666667	0.75216666666666698	1.27591666666667	-0.535083333333333	0.745916666666667	1.43866666666667	0.053	-0.01375	0.70925	0.985416666666667	-0.246833333333333	0.161833333333333	0.495416666666667
KRT35	0.8255	-0.1105	0.677	0.398	-0.20150000000000001	0.3505	0.6755	0.585	0.266	0.546	-1.2965	-1.016	null	0.6345	0.8175	-0.2015
FLJ31033	0.3886	-0.075666666666666701	0.804	0.00116666666666669	0.39066666666666711	0.376666666666667	1.4172	1.28775	0.6202	0.609666666666667	0.512666666666667	-0.0943333333333334	0.7138	0.0186666666666667	0.64049999999999996	1.10366666666667
SAMD3	1.94683333333333	1.1619999999999999	3.95883333333333	2.21866666666667	1.5313333333333301	3.13883333333333	-0.1705	1.78966666666667	1.92783333333333	4.1525	1.7564	1.31566666666667	0.888833333333333	-0.528166666666667	2.12666666666667	2.0044
ZNF639	0.464666666666667	-0.245	0.0648333333333333	0.838166666666667	-0.834666666666667	-0.557833333333333	0.0956666666666667	0.0728333333333333	-0.814	-0.170166666666667	-0.367	0.604	0.354	-0.072	0.22650000000000001	0.700666666666667
SIVA1	0.9494	-0.025700000000000001	1.025	0.9008	0.2636	0.00749999999999999	1.3497	0.1154	0.5248	0.3582	1.0469	1.1841	0.0167000000000001	0.3918	-0.31919999999999998	0.2551
EHF	0.882	0.071499999999999994	2.0675	0.197	0.39899999999999997	0.2185	2.4765	-0.277	0.8325	0	1.9275	0.356	0.675	5.6725	2.766	null
KCTD4	4.9805	3.2585000000000002	5.87416666666667	5.37533333333333	2.4043333333333301	3.54833333333333	0.629833333333333	4.71066666666667	1.26566666666667	1.996	5.42066666666667	1.9434	2.06016666666667	3.62783333333333	5.0551666666666701	5.59433333333333
C1orf128	-1.3875	-1.0066666666666699	-0.625333333333333	-0.538833333333333	-0.3841666666666671	0.504666666666667	0.503	-1.38466666666667	-1.01883333333333	0.551666666666667	-1.006	-1.19083333333333	-1.34166666666667	0.554666666666667	-0.67666666666666697	-0.275833333333333
CBLN2	3.39925	0.54799999999999993	0.19	1.00425	0.40899999999999997	0.797	-0.38325	0.824	-0.193	-2.03	1.46375	4.77475	1.53525	-2.2125	1.2645	0.127
MRLC2	0.715375	1.8932500000000001	1.599625	1.73875	0.54774999999999996	0.89475	2.060625	1.432625	1.238875	1.368625	1.88325	1.77125	2.05625	0.944875	0.79799999999999993	2.615125
ZNF284	-0.645	-0.74150000000000005	-0.734	-0.382	-0.40299999999999997	-0.4745	-0.927	-0.1875	-0.9125	-0.579	-1.398	-1.008	-1.511	-0.3775	-0.71650000000000003	-0.134
BRP44	3.59125	1.838875	2.702625	2.88975	1.2553749999999999	1.804625	1.61875	1.918625	0.198875	2.815875	3.9695	2.661625	2.436875	1.13775	2.6668750000000001	2.106625
BET1L	-0.189	0.028899999999999999	0.6833	-0.0244	0.191	-0.1539	0.114	-0.0712	-0.1275	0.7504	-0.8912	-1.4516	-1.59525	0.3359	0.028199999999999999	-0.956
VCX2	-4.34175	-1.45675	-2.05975	-3.1365	-1.1567499999999999	-0.449	-0.86775	-1.83525	-1.1175	-2.86025	-2.1705	-2.646	-2.46225	-1.15175	-1.6407499999999999	-3.82875
FKBPL	-0.873833333333333	-1.1194999999999999	-0.588166666666667	-0.445	-0.42416666666666708	-0.743	-0.271333333333333	-0.989166666666667	-0.863833333333333	-0.121833333333333	-0.8408	-1.85683333333333	-1.2594	-0.100333333333333	-0.9385	-0.402666666666667
GRB10	-1.104	0.59524999999999995	0.587	0.27025	0.52249999999999996	0.9465	-1.161	0.24825	0.928	1.03725	-0.04025	-0.088	1.19425	-0.248	1.3259999999999998	0.989
GM2A	-0.558875	-0.75324999999999998	1.09925	0.223375	0.53662500000000002	1.010375	0.122	-0.583875	-0.764375	-0.049875	-1.48483333333333	-2.16385714285714	-1.04957142857143	-1.104	-0.64837500000000003	0.724125
GRB14	2.943	2.0625	1.73425	1.87525	1.2895000000000001	2.65975	-0.58425	2.087	1.607	0.6925	0.99475	0.64875	-0.18925	3.09175	1.4399999999999999	1.57025
SAMD9	-0.268875	-0.97087500000000004	-0.0350625	-0.732125	-0.3339375	0.128	0.6025	-0.5589375	-0.9193125	0.032	-0.295133333333333	-2.66421428571429	-0.492666666666667	-1.6476875	-0.18668750000000001	0.0257857142857142
GPR172A	-1.1475	-0.25	-1.52825	-1.09075	-0.42249999999999999	-0.97625	-1.0625	-1.21375	-0.776	-1.11125	-1.475	-1.08	-2.30075	-1.06025	-1.3285	-1.3065
GPR172B	1.08583333333333	1.7355	2.35983333333333	2.29683333333333	1.0456666666666701	1.47783333333333	0.573166666666667	1.83683333333333	1.57566666666667	0.499	1.5995	2.676	0.816166666666667	-0.129333333333333	0.56633333333333302	-0.0271666666666666
IL22	0.2935	0.36975000000000002	0.26825	0.14025	-0.69825000000000004	0.08875	-0.037	-0.218	0.8625	0.92075	1.01766666666667	-0.1105	1.49966666666667	-1.415	0.39474999999999999	-0.698
APOBEC3D	-1.98566666666667	-2.5953333333333299	-2.49416666666667	-2.01516666666667	-1.4963333333333302	-3.05	-1.32933333333333	-3.05116666666667	-2.82316666666667	-2.14566666666667	-2.98766666666667	-2.049	-1.8332	-2.92666666666667	-3.3048333333333302	-2.41216666666667
LAT	1.6075	-0.95450000000000002	0.271166666666667	-1.75916666666667	-0.59799999999999998	-0.417833333333333	-1.86116666666667	-0.425916666666667	-0.186166666666667	0.4285	-1.2575	0.829166666666667	-1.50141666666667	-0.7405	-1.22416666666667	-1.21925
CSRP3	0.377	0.30175000000000002	0.33225	0.960666666666667	0.33474999999999999	0.09625	0.217	0.2365	0.168	-0.251	0.286666666666667	0.233	1.5035	-2.6665	0.20549999999999999	1.63033333333333
CSRP2	-1.003	2.6152500000000001	-0.787	-0.94825	-1.3069999999999999	-1.43425	-1.296	-0.78625	-1.457	-0.31625	-1.22825	-0.294	-1.6025	0.25775	-0.44624999999999998	-1.65325
TBCE	1.26766666666667	-0.77549999999999997	0.00233333333333333	-0.617666666666667	-0.60666666666666702	-0.767833333333333	-0.330833333333333	-0.9155	-0.163166666666667	-0.139666666666667	-0.0561666666666667	-0.0181666666666667	-0.959	-0.709666666666667	-0.065833333333333299	-0.382166666666667
HSD17B12	0.279333333333333	0.45033333333333292	0.116666666666667	-0.209	-0.77133333333333298	-1.5715	-1.23733333333333	-0.568	-1.663	-0.6925	-1.03483333333333	0.4655	-1.75975	-1.0225	1.4666666666666699	0.0318333333333333
HSD17B13	0.183	-0.32474999999999998	0.01275	-0.04125	-0.65475000000000005	-0.65775	-0.50475	0.022	-0.4015	-0.14625	-0.0773333333333333	0.641333333333333	-1.712	0.01	-0.75575000000000003	-0.3705
EGFLAM	2.1875	0.39950000000000002	2.58625	3.4195	0.6895	1.3175	1.3175	2.4385	1.0485	2.609	1.45525	-0.0352500000000001	-0.8095	3.68975	1.80325	1.72175
APOBEC3F	-2.064	-1.3359999999999999	-1.18825	-1.30725	-0.3175	-0.6775	-0.62075	-0.042	-1.6745	-0.305	-3.48	-2.59625	-0.87975	-1.01725	-1.4472499999999999	-0.5095
ATP6V1A	-0.0895	0.20666666666666697	0.593666666666667	0.702333333333333	-0.085333333333333303	0.310166666666667	-0.306666666666667	0.234333333333333	-0.8805	1.105	0.00166666666666665	0.0126666666666667	0.8095	1.0825	0.083833333333333399	1.13016666666667
GPR12	1.0125	0.5615	1.167	0.884	0.41949999999999998	0.4545	0.519	0.4575	0.728	0.856	-0.2735	-0.653	0.647	0.739	1.069	0.3405
RASL10B	-0.784833333333333	-0.68833333333333302	-1.32066666666667	-0.790666666666667	-0.75116666666666698	-1.11216666666667	-0.915	-0.560166666666667	-0.880666666666667	-1.17716666666667	-0.5618	-0.5766	0.0982499999999999	-1.25833333333333	-1.2253333333333301	-0.888166666666667
DTL	-0.796454545454545	-3.19354545454545	-4.00045454545455	-3.28418181818182	-2.4710909090909103	-4.26763636363636	-1.47872727272727	-3.21572727272727	-4.09809090909091	-3.12490909090909	-3.4912	-2.48872727272727	-3.13075	-3.48981818181818	-2.2243636363636403	-2.78654545454545
AK7	0.48725	0.99724999999999997	2.697	2.69475	1.5705	2.567	-1.66175	2.829	2.55475	-0.427	1.87225	2.6185	1.648	3.083	1.7715000000000001	1.83325
ATP6V1H	0.315666666666667	-0.4491666666666671	0.437666666666667	0.509166666666667	0.081166666666666706	0.268333333333333	0.438833333333333	0.772333333333333	-0.34	0.385833333333333	0.390166666666667	0.7525	0.798666666666667	0.146666666666667	0.48949999999999999	1.1475
GPR19	0.1695	-2.41275	-1.916	-1.542	-1.6595	-1.989	-0.66875	-1.361	-1.7535	-1.16075	-2.53625	-1.29866666666667	-2.14233333333333	-2.2955	-1.8859999999999999	-2.73325
GPR18	0.561	1.002	5.2645	0.75325	1.9252499999999999	3.2935	1.076	2.76175	1.08675	5.3555	1.8815	0.2355	-1.158	0.0936666666666667	3.7887499999999998	3.03175
SLC26A6	-1.20333333333333	-1.4496666666666698	-1.899	-1.06066666666667	-0.4345	-0.897166666666667	-1.24483333333333	-1.1005	-0.7195	-1.49883333333333	-1.84566666666667	-1.18783333333333	-1.53583333333333	-1.25816666666667	-1.8478333333333301	-1.859
HES6	-1.9025	-1.3625	-2.70925	-2.0725	-0.88775000000000004	-1.098	-2.18525	-1.9175	-1.9615	-1.329	-1.8415	-2.26575	-2.84166666666667	-0.96175	-2.5469999999999997	-2.67575
AGXT2L2	1.716	-0.36599999999999999	0.57725	0.7585	0.72875000000000001	0.98725	0.15075	0.854	1.156	0.71625	-1.05675	0.9805	0.0435	0.295	0.0395	0.0695
BRP44L	2.153375	1.633875	2.962625	2.734	1.1855	1.891125	0.402	1.936625	1.4495	1.1755	2.702125	2.127875	2.365875	1.0115	1.7142500000000001	2.046875
AK5	-0.993428571428571	2.9725000000000001	-1.5845	-2.13125	-1.3568750000000001	-2.3485	-1.507625	-1.23485714285714	-1.33533333333333	-0.25925	-1.194	-0.07125	-0.0402857142857143	-1.913625	0.56787500000000002	-1.40785714285714
