Disease	Disease_id	Gene	Gene_id	UniProt	Gene_Full_Name	Protein_Class	N_diseases_g	DSI_g	DPI_g	pLI	Score_gda	EL_gda	EI_gda	N_PMIDs	N_SNPs_gda	First_Ref	Last_Ref
Alzheimer's Disease	C0002395	DHX16	8449	O60231	DEAH-box helicase 16	nucleic acid binding	47	0.645	0.517	7.9698e-13	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	FKBP6	8468	O75344	FK506 binding protein 6		7	0.857	0.103	1.7644e-06	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	IRS4	8471	O14654	insulin receptor substrate 4		15	0.743	0.448	0.62756	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	PKP4	8502	Q99569	plakophilin 4	cytoskeletal protein	6	0.834	0.241	5.3265e-13	0.01	no reported evidence	1.0	1	0	1999.0	1999.0
Alzheimer's Disease	C0002395	PIK3R3	8503	Q92569	phosphoinositide-3-kinase regulatory subunit 3	enzyme modulator	43	0.639	0.69	3.702e-10	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	LMO4	8543	P61968	LIM domain only 4		29	0.672	0.483	0.68728	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	MAPKAPK5	8550	Q8IW41	mitogen-activated protein kinase-activated protein kinase 5	cytoskeletal protein; kinase; transferase	4	0.886	0.207	0.6933	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	PRKRA	8575	O75569	protein activator of interferon induced protein kinase EIF2AK2		76	0.6	0.448	0.44377	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	STK16	8576	O75716	serine/threonine kinase 16		6	0.834	0.138	0.00011007	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	USO1	8615	O60763	USO1 vesicle transport factor	membrane traffic protein	74	0.58	0.759	0.88564	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	PDE8B	8622	O95263	phosphodiesterase 8B		67	0.672	0.379	0.99947	0.01	no reported evidence	1.0	1	0	2003.0	2003.0
Alzheimer's Disease	C0002395	AOC3	8639	Q16853	amine oxidase, copper containing 3		58	0.609	0.69	5.5837e-11	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	NUMB	8650	P49757	NUMB, endocytic adaptor protein	signaling molecule	27	0.69	0.276	0.0035484	0.01	no reported evidence		1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	SOCS1	8651	O15524	suppressor of cytokine signaling 1	enzyme modulator	188	0.483	0.759	0.58244	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	IRS2	8660	Q9Y4H2	insulin receptor substrate 2		96	0.559	0.552	0.98626	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	TNK1	8711	Q13470	tyrosine kinase non receptor 1		6	0.815	0.207	4.6889e-07	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	RIPK1	8737	Q13546	receptor interacting serine/threonine kinase 1		84	0.572	0.621	0.04076	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	ADAM9	8754	Q13443	ADAM metallopeptidase domain 9	hydrolase; protease	80	0.586	0.517	0.030366	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	RAB11A	8766	P62491	RAB11A, member RAS oncogene family		29	0.672	0.448	0.99248	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	TMEM11	8834	P17152	transmembrane protein 11		6	0.815	0.241	0.88273	0.01	no reported evidence	1.0	1	0	1998.0	1998.0
Alzheimer's Disease	C0002395	SOCS2	8835	O14508	suppressor of cytokine signaling 2	enzyme modulator	58	0.602	0.552	0.64199	0.01	no reported evidence	0.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	HDAC3	8841	O15379	histone deacetylase 3	hydrolase; nucleic acid binding; oxidoreductase	89	0.569	0.586	0.89765	0.01	no reported evidence	1.0	1	0	2018.0	2018.0
Alzheimer's Disease	C0002395	PROM1	8842	O43490	prominin 1	membrane traffic protein	306	0.45	0.793	2.4492e-18	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	HCAR3	8843	P49019	hydroxycarboxylic acid receptor 3		34	0.659	0.552	1.0349e-07	0.01	no reported evidence	1.0	1	0	1998.0	1998.0
Alzheimer's Disease	C0002395	ALDH1A2	8854	O94788	aldehyde dehydrogenase 1 family member A2	oxidoreductase	45	0.621	0.552	0.45829	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	PER3	8863	P56645	period circadian regulator 3	transcription factor	68	0.607	0.517	1.3454e-17	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	PER2	8864	O15055	period circadian regulator 2	transcription factor	112	0.548	0.793	0.8969	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	ARHGEF7	8874	Q14155	Rho guanine nucleotide exchange factor 7		116	0.533	0.724	0.99995	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	NAE1	8883	Q13564	NEDD8 activating enzyme E1 subunit 1	ligase; transfer/carrier protein	4	0.886	0.138	9.8298e-13	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	EIF2S2	8894	P20042	eukaryotic translation initiation factor 2 subunit beta	nucleic acid binding	38	0.681	0.517	0.9554	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	WASF1	8936	Q92558	WAS protein family member 1	cytoskeletal protein	41	0.639	0.655	0.99683	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CDK5R2	8941	Q13319	cyclin dependent kinase 5 regulatory subunit 2	enzyme modulator	2	0.928	0.103	0.6847	0.01	no reported evidence		1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	HSPB3	8988	Q12988	heat shock protein family B (small) member 3		192	0.489	0.724	7.2376e-05	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	KALRN	8997	O60229	kalirin RhoGEF kinase	signaling molecule	23	0.72	0.207	1.0	0.01	no reported evidence		1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	SOCS3	9021	O14543	suppressor of cytokine signaling 3	enzyme modulator	187	0.487	0.724	0.74823	0.01	no reported evidence	0.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	BRSK2	9024	Q8IWQ3	BR serine/threonine kinase 2	kinase; transferase	5	0.834	0.207	0.95361	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	NAT8	9027	Q9UHE5	N-acetyltransferase 8 (putative)	transferase	7	0.886	0.138		0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	SPAG9	9043	O60271	sperm associated antigen 9	enzyme modulator	55	0.604	0.552	1.0	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	ARTN	9048	Q5T4W7	artemin	signaling molecule	77	0.592	0.759	0.35681	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CLDN1	9076	O95832	claudin 1	cell junction protein	129	0.541	0.69	0.0011893	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CBFA2T2	9139	O43439	CBFA2/RUNX1 translocation partner 2	transcription factor	33	0.681	0.448	0.99601	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	HGS	9146	O14964	hepatocyte growth factor-regulated tyrosine kinase substrate		35	0.648	0.655	0.0061922	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	IL1RL1	9173	Q01638	interleukin 1 receptor like 1	receptor	54	0.616	0.586	1.1921e-12	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	SLC33A1	9197	O00400	solute carrier family 33 member 1	transporter	117	0.551	0.655	9.1436e-05	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	ZMYM3	9203	Q14202	zinc finger MYM-type containing 3	enzyme modulator	9	0.815	0.241	1.0	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	TIAF1	9220	O95411	TGFB1-induced anti-apoptotic factor 1		6	0.928	0.103		0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	RAB11B	9230	Q15907	RAB11B, member RAS oncogene family		7	0.834	0.276	0.4474	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	NOG	9241	Q13253	noggin		160	0.558	0.621	0.89193	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	MAPKAPK2	9261	P49137	mitogen-activated protein kinase-activated protein kinase 2	cytoskeletal protein; kinase; transferase	35	0.659	0.586	0.99939	0.01	no reported evidence	1.0	1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	SOCS6	9306	O14544	suppressor of cytokine signaling 6	enzyme modulator	19	0.727	0.345	0.98985	0.01	no reported evidence	0.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CD83	9308	Q01151	CD83 molecule		71	0.584	0.621	0.025447	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	TAOK2	9344	Q9UL54	TAO kinase 2		18	0.727	0.345	0.99998	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	SLIT2	9353	O94813	slit guidance ligand 2		107	0.55	0.621	1.0	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	CYP7B1	9420	O75881	cytochrome P450 family 7 subfamily B member 1	oxidoreductase	102	0.604	0.517	3.1924e-06	0.01	no reported evidence		1	0	2003.0	2003.0
Alzheimer's Disease	C0002395	NTN1	9423	O95631	netrin 1	enzyme modulator; extracellular matrix protein; receptor	77	0.582	0.69	0.9994	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Alzheimer's Disease	C0002395	HOMER2	9455	Q9NSB8	homer scaffold protein 2	signaling molecule	12	0.773	0.276	0.0093153	0.01	no reported evidence	1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	HOMER1	9456	Q86YM7	homer scaffold protein 1	signaling molecule	53	0.69	0.241	0.99937	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	IL27RA	9466	Q6UWB1	interleukin 27 receptor subunit alpha	defense/immunity protein; signaling molecule	21	0.701	0.448	2.3356e-11	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	SH3BP5	9467	O60239	SH3 domain binding protein 5		2	0.928	0.138	0.03828	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	ROCK2	9475	O75116	Rho associated coiled-coil containing protein kinase 2	kinase; transferase	41	0.648	0.552	1.0	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	SLC25A27	9481	O95847	solute carrier family 25 member 27		8	0.799	0.172	0.00028662	0.01	no reported evidence	1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	STX8	9482	Q9UNK0	syntaxin 8	membrane traffic protein	2	1.0	0.069	1.5905e-08	0.01	no reported evidence		1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	ADAMTS2	9509	O95450	ADAM metallopeptidase with thrombospondin type 1 motif 2	enzyme modulator; extracellular matrix protein; hydrolase; protease	105	0.63	0.621	0.98191	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	GAL3ST1	9514	Q99999	galactose-3-O-sulfotransferase 1		11	0.773	0.31	0.60339	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	GDF15	9518	Q99988	growth differentiation factor 15	signaling molecule	174	0.496	0.621	2.851e-07	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	NPEPPS	9520	P55786	aminopeptidase puromycin sensitive	hydrolase; protease	59	0.607	0.517	1.0	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	BAG3	9531	O95817	BCL2 associated athanogene 3		117	0.558	0.69	0.55659	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	CARTPT	9607	Q16568	CART prepropeptide		60	0.633	0.448	0.10586	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	TCL1B	9623	O95988	T cell leukemia/lymphoma 1B		60	0.604	0.448	0.0069931	0.01	no reported evidence	1.0	1	0	1996.0	1996.0
Alzheimer's Disease	C0002395	SNCAIP	9627	Q9Y6H5	synuclein alpha interacting protein		41	0.69	0.379	0.0014652	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	ECE2	9718		endothelin converting enzyme 2		9	0.773	0.276	4.8979e-20	0.01	no reported evidence	1.0	1	1	2012.0	2012.0
Alzheimer's Disease	C0002395	HDAC9	9734	Q9UKV0	histone deacetylase 9		162	0.501	0.759	0.99996	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	ACAP1	9744	Q15027	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1		3	0.886	0.172	0.034201	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	KEAP1	9817	Q14145	kelch like ECH associated protein 1		110	0.541	0.621	0.00040419	0.01	no reported evidence	0.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	DDX46	9879	Q7L014	DEAD-box helicase 46		44	0.648	0.483	1.0	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	SNAP91	9892	O60641	synaptosome associated protein 91	membrane traffic protein	21	0.685	0.414	0.99992	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	SV2A	9900	Q7L0J3	synaptic vesicle glycoprotein 2A		8	0.815	0.103	0.12013	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	NCAPD2	9918	Q15021	non-SMC condensin I complex subunit D2	nucleic acid binding	2	0.928	0.138	3.9191e-13	0.01	no reported evidence	1.0	1	1	2009.0	2009.0
Alzheimer's Disease	C0002395	HS3ST1	9957	O14792	heparan sulfate-glucosamine 3-sulfotransferase 1		9	0.799	0.207	0.0052521	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	MED12	9968	Q93074	mediator complex subunit 12	nucleic acid binding; transcription factor	266	0.528	0.655	1.0	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	KCNE3	10008	Q9Y6H6	potassium voltage-gated channel subfamily E regulatory subunit 3	transporter	33	0.696	0.31	0.48117	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	TANK	10010	Q92844	TRAF family member associated NFKB activator		15	0.752	0.31	0.85213	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	SRA1	10011	Q9HD15	steroid receptor RNA activator 1		54	0.621	0.517	5.0338e-06	0.01	no reported evidence	1.0	1	0	2004.0	2004.0
Alzheimer's Disease	C0002395	BCL2L11	10018	O43521	BCL2 like 11		107	0.55	0.621	0.88878	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	SH2B3	10019	Q9UQQ2	SH2B adaptor protein 3		135	0.575	0.552	6.6977e-05	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	IL18BP	10068	O95998	interleukin 18 binding protein		30	0.663	0.517	6.8077e-09	0.01	no reported evidence	0.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	COL4A3BP	10087	Q9Y5P4	collagen type IV alpha 3 binding protein	kinase; transfer/carrier protein; transferase	71	0.672	0.552	0.65902	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	PPIF	10105	P30405	peptidylprolyl isomerase F		30	0.676	0.517	0.0017564	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	CTDSP2	10106	O14595	CTD small phosphatase 2		1	1.0	0.069	0.12151	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	MPHOSPH6	10200	Q99547	M-phase phosphoprotein 6		9	0.815	0.172	0.00042051	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	DDX39A	10212	O00148	DExD-box helicase 39A		17	0.72	0.552	0.62406	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	GDF11	10220	O95390	growth differentiation factor 11	signaling molecule	11	0.773	0.241	0.97994	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CALCOCO2	10241	Q13137	calcium binding and coiled-coil domain 2		12	0.785	0.207	7.3025e-05	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	KCNMB2	10242	Q9Y691	potassium calcium-activated channel subfamily M regulatory beta subunit 2	transporter	9	0.785	0.241	0.53763	0.01	no reported evidence	1.0	1	0	2017.0	2017.0
Alzheimer's Disease	C0002395	GPHN	10243	Q9NQX3	gephyrin		67	0.663	0.379	0.99999	0.01	no reported evidence	1.0	1	1	2008.0	2008.0
Alzheimer's Disease	C0002395	ABCC4	10257	O15439	ATP binding cassette subfamily C member 4	transporter	97	0.565	0.69	7.8739e-08	0.01	no reported evidence	1.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	RAMP2	10266	O60895	receptor activity modifying protein 2	receptor	35	0.663	0.517	0.0481	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	STUB1	10273	Q9UNE7	STIP1 homology and U-box containing protein 1		54	0.619	0.483	0.021027	0.01	no reported evidence		1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	LILRB2	10288	Q8N423	leukocyte immunoglobulin like receptor B2	defense/immunity protein; enzyme modulator; receptor; signaling molecule	18	0.72	0.483	1.0395e-14	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	APC2	10297	O95996	APC2, WNT signaling pathway regulator		82	0.633	0.552	0.99994	0.01	no reported evidence	0.0	1	0	2011.0	2011.0
Alzheimer's Disease	C0002395	LAMC3	10319	Q9Y6N6	laminin subunit gamma 3	enzyme modulator; extracellular matrix protein; receptor	18	0.773	0.276	2.2029e-23	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	CCL26	10344	Q9Y258	C-C motif chemokine ligand 26	signaling molecule	31	0.681	0.483	0.0098534	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	WARS2	10352	Q9UGM6	tryptophanyl tRNA synthetase 2, mitochondrial		18	0.743	0.414	0.062742	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	IRF9	10379	Q00978	interferon regulatory factor 9	nucleic acid binding; transcription factor	35	0.656	0.552	0.5924	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	SYCP2	10388	Q9BX26	synaptonemal complex protein 2		4	0.857	0.138	1.0	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	RACK1	10399	P63244	receptor for activated C kinase 1		56	0.611	0.552		0.01	no reported evidence		1	0	2006.0	2006.0
Alzheimer's Disease	C0002395	CPQ	10404	Q9Y646	carboxypeptidase Q	hydrolase; protease	34	0.652	0.586	1.3465e-14	0.01	no reported evidence	0.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	RAPGEF3	10411	O95398	Rap guanine nucleotide exchange factor 3	enzyme modulator	36	0.663	0.586	2.8813e-22	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	PRMT5	10419	O14744	protein arginine methyltransferase 5	signaling molecule	47	0.627	0.586	0.99999	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	CFDP1	10428	Q9UEE9	craniofacial development protein 1		27	0.685	0.517	0.0034788	0.01	no reported evidence	1.0	1	0	1999.0	1999.0
Alzheimer's Disease	C0002395	COG5	10466	Q9UP83	component of oligomeric golgi complex 5		21	0.752	0.241	1.2196e-18	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	ATP5PD	10476	O75947	ATP synthase peripheral stalk subunit d		4	0.857	0.172		0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	SLC9A6	10479	Q92581	solute carrier family 9 member A6		157	0.559	0.69	0.99799	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	NXF1	10482	Q9UBU9	nuclear RNA export factor 1	nucleic acid binding	62	0.598	0.759	0.98814	0.01	no reported evidence	1.0	1	0	2007.0	2007.0
Alzheimer's Disease	C0002395	PITRM1	10531	Q5JRX3	pitrilysin metallopeptidase 1	hydrolase; protease	10	0.815	0.241	2.246e-20	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	SSSCA1	10534	O60232	Sjogren syndrome/scleroderma autoantigen 1		143	0.51	0.724	1.8833e-07	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	SLC35A1	10559	P78382	solute carrier family 35 member A1	transporter	27	0.799	0.276	0.70506	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	NPC2	10577	P61916	NPC intracellular cholesterol transporter 2		82	0.607	0.655	0.0019205	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	LBX1	10660	P52954	ladybird homeobox 1	nucleic acid binding; transcription factor	79	0.577	0.69	0.68549	0.01	no reported evidence	1.0	1	0	2005.0	2005.0
Alzheimer's Disease	C0002395	DCTN6	10671	O00399	dynactin subunit 6	cytoskeletal protein	145	0.51	0.724	0.058669	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	EBP	10682	Q15125	EBP, cholestenol delta-isomerase	isomerase	193	0.512	0.793	0.94415	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	USP39	10713	Q53GS9	ubiquitin specific peptidase 39	hydrolase; protease	17	0.72	0.241	0.0076514	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	NRG3	10718	P56975	neuregulin 3	signaling molecule	31	0.69	0.517	0.094126	0.01	no reported evidence	1.0	1	5	2014.0	2014.0
Alzheimer's Disease	C0002395	PTGES3	10728	Q15185	prostaglandin E synthase 3	chaperone	25	0.707	0.448	0.98328	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	CHL1	10752	O00533	cell adhesion molecule L1 like		81	0.573	0.759	2.8972e-10	0.01	no reported evidence	1.0	1	1	2016.0	2016.0
Alzheimer's Disease	C0002395	ARPP19	10776	P56211	cAMP regulated phosphoprotein 19		3	0.886	0.172	0.77852	0.01	no reported evidence		1	0	2002.0	2002.0
Alzheimer's Disease	C0002395	HSPH1	10808	Q92598	heat shock protein family H (Hsp110) member 1		28	0.696	0.483	0.99961	0.01	no reported evidence	1.0	1	0	2010.0	2010.0
Alzheimer's Disease	C0002395	CPLX2	10814	Q6PUV4	complexin 2		21	0.713	0.172	0.5427	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	CPLX1	10815	O14810	complexin 1		137	0.6	0.517	0.81757	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	HPSE	10855	Q9Y251	heparanase	hydrolase	230	0.464	0.759	2.1942e-14	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	PGRMC1	10857	O00264	progesterone receptor membrane component 1	receptor; signaling molecule	32	0.672	0.448	0.68524	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	C1QL1	10882	O75973	complement C1q like 1		34	0.676	0.414	5.4389e-06	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	MMP24	10893	Q9Y5R2	matrix metallopeptidase 24	hydrolase; protease	20	0.762	0.276	0.872	0.01	no reported evidence	1.0	1	0	2016.0	2016.0
Alzheimer's Disease	C0002395	PRDX3	10935	P30048	peroxiredoxin 3	oxidoreductase	48	0.614	0.517	0.0042869	0.01	no reported evidence		1	0	2001.0	2001.0
Alzheimer's Disease	C0002395	PRSS21	10942	Q9Y6M0	serine protease 21	calcium-binding protein; enzyme modulator; hydrolase; protease; receptor; signaling molecule	10	0.799	0.276	7.0661e-07	0.01	no reported evidence	1.0	1	0	2015.0	2015.0
Alzheimer's Disease	C0002395	STIP1	10963	P31948	stress induced phosphoprotein 1		30	0.672	0.379	0.99989	0.01	no reported evidence	1.0	1	0	2013.0	2013.0
Alzheimer's Disease	C0002395	TMED10	10972	P49755	transmembrane p24 trafficking protein 10	membrane traffic protein; transfer/carrier protein	17	0.743	0.345	0.84396	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	METAP2	10988	P50579	methionyl aminopeptidase 2		33	0.685	0.31	0.0046525	0.01	no reported evidence	1.0	1	0	2012.0	2012.0
Alzheimer's Disease	C0002395	DSTN	11034	P60981	destrin, actin depolymerizing factor	cytoskeletal protein	20	0.707	0.586	0.55733	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	STMN2	11075	Q93045	stathmin 2		22	0.707	0.379	0.97895	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	FAF1	11124	Q9UNN5	Fas associated factor 1		25	0.713	0.621	0.99883	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	SLC7A9	11136	P82251	solute carrier family 7 member 9		31	0.69	0.483	9.7918e-10	0.01	no reported evidence	1.0	1	0	2008.0	2008.0
Alzheimer's Disease	C0002395	TBC1D8	11138	O95759	TBC1 domain family member 8	enzyme modulator; hydrolase; protease	13	0.785	0.31	1.5516e-12	0.01	no reported evidence	1.0	1	0	2002.0	2002.0
Alzheimer's Disease	C0002395	WDR45	11152	Q9Y484	WD repeat domain 45		52	0.685	0.207	0.98907	0.01	no reported evidence	1.0	1	0	2014.0	2014.0
Alzheimer's Disease	C0002395	WDHD1	11169	O75717	WD repeat and HMG-box DNA binding protein 1	nucleic acid binding	45	0.624	0.69	9.2806e-18	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	HRH3	11255	Q9Y5N1	histamine receptor H3	receptor	37	0.648	0.345	0.035731	0.01	no reported evidence	1.0	1	0	2009.0	2009.0
Alzheimer's Disease	C0002395	PHB2	11331	Q99623	prohibitin 2		39	0.642	0.655	0.0033675	0.01	no reported evidence	1.0	1	0	1989.0	1989.0
