"gene","patient1","patient2","patient3","patient4","patient5"
"CLDN15",-1.218,-0.557666666666667,-0.9555,-0.693,-0.3415
"GABRA5",-2.3225,-1.5765,-2.9305,-1.344,-3.3425
"LASS5",0.454833333333333,0.110833333333333,0.8215,-0.108833333333333,-0.647333333333333
"MED6",-0.005,-0.786625,-0.373625,-0.67425,-0.48325
"MED7",0.39675,0.14675,0.62875,0.0525,-0.49075
"RP3-402G11.5",-0.591625,0.007875,-0.213,-0.744375,0.247875
"MESP1",2.39766666666667,1.096,0.772333333333333,1.12466666666667,0.809666666666667
"PINK1",0.390125,0.777125,0.358125,0.49325,0.128375
"MED8",-0.262125,0.179875,0.3345,0.0525,0.23275
"MED9",0.99375,0.0505,-0.22325,0.22775,-0.52125
"MNX1",-2.921,-2.821,-3.98116666666667,-2.03033333333333,0.228
"ZNF600",0.5375,0.233375,0.57125,0.322125,0.01525
"GABRA6",0.38175,-0.0375,0.0723333333333333,0.27475,0.5825
"ZNF606",1.56783333333333,1.86766666666667,1.7455,1.17233333333333,0.723333333333333
"ZNF607",-0.6235,-0.42325,-0.304,-0.3015,-0.992
"ZGPAT",-0.0895,0.0231,0.4271,-0.4182,0.0189
"TREX2",-0.003,0.1345,-0.53275,0.0245,-0.35075
"GABRA1",0.353333333333333,0.306666666666667,0.4345,0.463833333333333,-0.291166666666667
"ZNF608",-0.7215,0.25825,-2.723,1.66375,-1.482
"TREX1",1.3775,1.32475,0.87225,0.349,0.4105
"ANGPTL5",-0.5805,1.077,-2.37425,-1.1855,-2.368
"SLC22A17",1.948,0.947666666666667,1.98633333333333,1.22833333333333,0.193166666666667
"CAMTA2",0.82425,0.08275,1.1265,0.40725,0.03975
"LOC339483",0.769125,0.84425,-0.015125,0.364875,-0.508375
"CAMTA1",-0.502166666666667,1.03591666666667,0.127166666666667,1.66366666666667,0.771833333333333
"PPP1R9A",1.759,1.137125,0.794375,1.329,-0.464
"ANGPTL3",-1.5505,-1.24325,-1.3445,-0.66525,-1.81725
"SDF2L1",-0.42,-1.4785,0.469,-1.7335,0.614
"CCDC90B",-0.426125,-1.05975,-0.681125,-0.069875,-0.2475
"GCA",0.6835,0.826,0.7265,1.0855,0.62875
"TCF4",0.2502,1.7275,-1.2412,1.1452,0.7705
"ARL9",-1.785,-0.126,-1.222,2.002,-0.762
"ANGPTL1",0.604333333333333,1.81283333333333,0.334333333333333,2.431,0.953333333333333
"TCF3",-1.849875,-0.836,-2.558125,-0.903625,-0.327125
"BVES",-1.0334,-0.9431,0.8083,-0.4224,-0.7452
"OR11H12",0.6115,-0.526,0.1355,-0.01,0.5175
"GCK",-0.2975,-0.309,0.0055,-0.4485,0.478
"MGC26356",1.105,-0.4515,-0.159,-0.341,-0.9325
"NPFFR2",1.02375,-0.48625,-1.818375,0.639,-1.7755
"NPFFR1",0.3105,0.3695,0.552,0.0745,0.719
"AOF2",-1.295,-0.229,-0.949166666666667,0.104166666666667,-0.266166666666667
"LRRC37B2",-0.0245,-0.70975,0.19725,-0.5025,0.56975
"AOF1",-0.55925,-0.0395,-0.0495,0.27425,0.803
"GPR116",2.0803,3.2272,2.9045,2.515,4.1645
"EPS8L1",1.73,2.34725,0.23625,1.00625,2.4945
"EPS8L2",0.711,0.6832,0.442,0.5264,0.4599
"EPS8L3",-0.5225,-0.109,-0.7055,0.319,-0.9385
"AFP",-1.298,-3.86183333333333,-1.8445,-3.98233333333333,-5.8082
"IDH3A",-0.789,-1.643,-0.3875,-0.268666666666667,0.23
"STK32C",1.45566666666667,-0.216666666666667,-1.25116666666667,-0.804333333333333,-0.260333333333333
"ABTB1",1.01983333333333,0.640666666666667,1.0895,0.311666666666667,0.463
"ABTB2",-2.5955,-1.91475,0.2835,-0.65825,-0.43275
"FDX1",-0.260833333333333,-0.582833333333333,-1.511,-0.0615,0.653
"PROZ",-1.98333333333333,-0.8655,-2.171,-1.60183333333333,-1.4984
"AZGP1",4.4683,4.1615,3.4081,3.788,4.284
"PPP5C",-0.0655,-0.885333333333333,-0.066,-0.453333333333333,-0.580333333333333
"CLDN18",0.42,-0.181166666666667,0.0638333333333333,0.0341666666666667,0.163
"SLC22A15",1.81866666666667,-0.277333333333333,-0.175,-0.1935,2.20433333333333
"BTD",1.16433333333333,1.02466666666667,0.442166666666667,0.708833333333333,1.31266666666667
"CTCF",-0.377,-0.224,-0.4218,-0.1635,-0.0807
"BTC",-0.04275,1.5265,2.38975,1.6555,-1.302
"NXPH3",2.0215,0.5775,2.96075,0.65375,0.1285
"NXPH2",-0.2205,1.2375,-0.3115,1.383,NA
"NXPH1",-0.52125,4.533,0.015,0.3395,-1.52533333333333
"GPR110",-0.785,0.7445,-0.434125,2.991125,2.092625
"PROC",-2.691,-3.176875,-4.148875,-3.805,-3.406875
"ISLR2",1.089,2.6575,-0.0895,1.657,1.481
"BTK",-0.72175,-0.297,-1.341,-1.284,-1.01375
"KRTAP13-1",-0.219,-0.148,0.2745,0.5745,0.9925
"NUTF2",-0.91925,-0.68825,-1.1915,-0.3175,0.01425
"ELAVL4",1.9425,1.332125,3.474,0.758,0.403625
"TRA16",0.41375,-0.019875,0.1485,-0.210875,-0.26975
"MMP15",-0.3216,-0.1373,-1.2953,-0.3978,1.8331
"AMPD3",1.24266666666667,0.817,0.559166666666667,0.270666666666667,0.531166666666667
"AMPD2",-1.53533333333333,-0.831333333333333,-0.684833333333333,-1.196,-0.413166666666667
"AMPD1",-1.70975,0.619,-2.16125,2.14025,0.8715
"CYLC1",0.4825,-0.2835,-0.6355,-0.7635,0.292
"CYLC2",0.0343333333333333,0.658666666666667,0.3535,0.5156,1.01433333333333
"OR2L13",0.185166666666667,0.909833333333333,0.415666666666667,0.762166666666667,0.9774
"MGC20983",0.8965,-0.0723333333333333,1.8445,-0.1665,-0.1615
"KIAA0329",0.462625,0.42975,0.914,0.9355,0.060625
"MMP11",2.44883333333333,2.62333333333333,0.260333333333333,-0.677166666666667,3.5405
"AREG",-4.84416666666667,-2.38216666666667,-3.67466666666667,2.8725,-4.09966666666667
"DKFZp451M2119",-1.012,-2.1455,-0.802375,-0.767875,-2.46516666666667
"MMP12",-2.90466666666667,-1.87533333333333,-1.8635,-0.383333333333333,5.22716666666667
"BMP10",-0.316166666666667,-0.0826666666666667,-0.136166666666667,-0.0631666666666667,-1.31725
"ELAVL3",-0.2599,-0.5489,-0.184222222222222,-0.2001,-0.5152
"RPS6KB1",-0.951083333333333,-1.69858333333333,-0.0498333333333333,-0.49675,-0.393916666666667
"TNFSF9",-2.44025,-2.0635,-2.555875,-1.897125,-1.656375
"PRPF40A",-0.319,-0.6445,-0.2165,-0.2255,-0.425
"RPS6KB2",0.2965,-1.06425,-1.11825,-0.83025,-0.4245
"MRGPRX4",-0.6545,-0.568,-0.6305,-0.055,0.2145
"CST9",1.822,1.765,3.8905,0.3125,0.645
"MRGPRX1",-0.6285,0.3625,0.7275,-0.0515,-1.54
"MRGPRX3",-2.054,-1.40166666666667,-2.48433333333333,-0.762,-1.7795
"MRGPRX2",0.5475,0.4175,0.697,0.5995,0.3595
"PRELP",1.2242,2.9582,0.6002,1.7232,2.7711
"UTP18",-0.90275,-1.35975,0.1915,-0.67325,-1.01475
"UBE2D4",0.3805,0.6795,0.662166666666667,0.462833333333333,0.0338333333333333
"WFDC11",-0.279,0.4965,-0.1115,0.654,0.394
"DPAGT1",-0.88275,-0.7345,-0.97375,-0.2185,0.51975
"C20orf39",1.64,0.312833333333333,-4.28266666666667,-2.81883333333333,1.60783333333333
"SEPHS1",-0.57375,-0.2915,-1.1565,-0.508,-0.26525
"RBMXL2",-1.00133333333333,-0.9025,0.153,-0.47275,0.015
"WFDC13",-0.45275,-0.6565,-0.3575,-0.21725,-0.14475
"MMP19",0.01325,0.56775,-0.636833333333333,0.5915,1.16891666666667
"NUP155",-1.42825,-1.21475,-1.6275,-1.76425,-0.31675
"WFDC12",0.4155,0.7585,0.00900000000000001,0.604,0.38
"RPS4X",0.663076923076923,1.37284615384615,-0.524076923076923,1.36523076923077,0.0716153846153846
"MOBKL3",0.539,-0.177,0.4775,0.3593,0.4214
"SLMO1",-0.77775,-0.312,-0.5035,-1.20475,-0.737
"ATXN2L",-1.01075,-1.63758333333333,-0.57225,-1.2885,-1.29866666666667
"BUD13",-1.25283333333333,-0.7965,-0.595833333333333,-0.179833333333333,0.0628333333333333
"DLST",-1.20283333333333,-1.44433333333333,-1.00916666666667,-1.25616666666667,-1.4245
"YOD1",-1.44575,-1.68545454545455,-1.71833333333333,-0.560166666666667,-0.433083333333333
"FLJ33790",-0.579,0.5976,0.9752,-0.265,-0.4015
"KIAA1370",3.11191666666667,0.739666666666667,2.32333333333333,1.48425,1.53475
"MLH1",0.6685,-0.468,-0.2565,-0.265666666666667,0.203
"ISY1",-0.072,-0.0485,-0.359,-0.3045,-0.74625
"F2RL3",0.13375,0.445125,-0.504375,0.064125,1.5615
"F2RL2",0.151166666666667,2.18341666666667,-2.46909090909091,0.253583333333333,1.01783333333333
"F2RL1",-2.127,0.106875,1.8335,1.110625,1.119375
"CST5",2.372,0.31825,2.98875,-0.0385,0.404
"XAB2",0.389,0.1325,1.140125,0.547125,0.041375
"XAB1",-0.1035,-0.3525,-0.0735,0.00425,0.03725
"LOC285908",-0.650166666666667,-1.0665,-0.05525,-1.2105,-1.65816666666667
"ST6GAL2",0.4535,0.45575,-2.178125,0.427125,0.873625
"SAPS1",0.5485,0.012,0.176333333333333,0.9875,2.24083333333333
"SAPS2",-0.732083333333333,-0.88025,0.280833333333333,-0.37775,0.3645
"SAPS3",1.41391666666667,-0.266916666666667,0.86775,-0.179833333333333,0.919166666666667
"PCBD2",0.708166666666667,0.174666666666667,-0.318,-0.466,-1.08866666666667
"PRDX6",-0.66075,-0.78575,-1.31475,-0.845,-0.66825
"PRDX5",0.29175,-0.123625,-0.80975,-0.207375,-0.39125
"PCBD1",0.708333333333333,1.55733333333333,-0.4755,0.448833333333333,0.970166666666667
"PRDX3",0.63625,-0.4235,-0.33775,0.32875,-0.498875
"PRDX2",1.2075,-0.1125,-0.0343,-0.1219,0.5298
"PRDX1",-0.352,0.35225,0.351,-0.28825,0.11275
"AP3S2",1.20421428571429,0.462,0.856928571428572,0.228071428571429,-0.144785714285714
"AP3S1",0.221375,0.809625,-1.20625,0.15325,-0.11625
"UBE2U",0.4472,-0.0136666666666667,0.1302,-0.199166666666667,0.182
"EDNRA",1.751,3.377,0.242666666666667,2.19666666666667,2.33733333333333
"PITX2",-2.85475,-1.77475,-4.82825,-1.99275,-1.73375
"PITX3",1.13483333333333,0.447166666666667,0.5745,-0.4575,0.818166666666667
"PITX1",-1.20016666666667,1.074,-2.654,-0.776333333333333,0.730833333333333
"OTUB1",0.467833333333333,-0.481666666666667,-0.9495,-0.0873333333333333,-0.564
"MGC16291",-2.632875,-1.170125,-2.51825,-0.48075,-1.93575
"OTUB2",1.202625,0.252,1.077125,-0.0255,-1.524625
"RDH14",0.811166666666667,0.554833333333333,1.44266666666667,0.767333333333333,0.799166666666667
"NPTN",1.616,0.717916666666667,1.07975,0.914583333333333,1.61866666666667
"AXIN2",0.003,0.0044,1.0436,-0.0188,-0.6052
"AXIN1",0.31275,-0.5275,-0.18625,-0.629625,-0.1085
"RPS6KA3",-2.573125,-1.646625,-2.91925,-0.9565,-0.713875
"MMRN2",2.48383333333333,3.48166666666667,2.86666666666667,2.60283333333333,3.323
"SDCBP2",0.684,1.817,0.2245,1.9115,0.9865
"CAMP",1.72225,4.28375,1.51025,1.18975,4.0495
"ERO1LB",-0.846,-1.156,1.704,0.255,-0.81225
"TRIM54",-0.53075,-0.3155,-0.99825,-0.2925,0.355
"SULT2A1",-4.261125,-4.349,-5.7415,-4.082875,-6.1865
"DNAI1",1.14025,0.064,3.18625,-0.0335,-0.15475
"PRKD3",-1.6816875,-2.320125,-4.1738125,-1.1190625,-1.31466666666667
"VASN",-2.09675,-0.48575,-2.777,-0.09475,-0.28625
"GJA1",4.764875,1.38777878078145e-17,-1.615,0.780875,0.561125
"CYBASC3",-0.442875,-0.28,-0.676375,-0.881875,-0.441125
"CROCC",-0.691,-0.3875,-0.4515,-0.405666666666667,-0.998166666666667
"IL11",-2.74083333333333,-2.45233333333333,-2.91866666666667,-2.24816666666667,-1.007
"C19orf43",0.2515,0.149166666666667,0.213833333333333,0.136333333333333,0.0513333333333333
"NBPF15",-0.147666666666667,-0.333,-1.17433333333333,-0.797,-0.592833333333333
"DNAI2",1.949,0.0225,-0.4545,0.4655,-0.477
"STK11",0.26775,0.647875,0.3615,-0.073625,0.320875
"MED23",0.112,0.6255,0.70525,0.832,0.444
"APOB",-4.59533333333333,-4.63758333333333,-4.81236363636364,-4.61966666666667,-5.02941666666667
"VASP",1.010125,0.6025,-0.016125,0.26325,1.87675
"PAPOLG",0.2425,0.5295,0.2855,0.59875,-0.1855
"PAPOLA",-0.200125,0.2490625,-0.00481249999999999,-0.130875,0.02
"PAPOLB",-0.4615,-0.51175,0.52475,0.29675,0.16325
"FAM111A",0.5929,0.0498,0.4791,-0.4844,-0.147
"LYPLAL1",0.54325,-0.14625,0.4245,-0.50975,0.81275
"RPS6KA5",1.3041,0.7152,0.7183,1.8597,1.1755
"KATNB1",-1.097,-1.01016666666667,-0.828,-0.528666666666667,-0.234833333333333
"SCGB3A1",4.20466666666667,1.53366666666667,0.933666666666667,3.46216666666667,1.27833333333333
"SCGB3A2",-1.2325,-1.4375,-2.0125,-1.2125,-1.797
"HAVCR1",0.001,-0.2525,-0.39,0.0275,0.0415
"CRB1",-1.16016666666667,1.333,-0.458666666666667,-0.782333333333333,-1.30316666666667
"ABRA",-0.202,0.3495,0.11225,0.033,-0.234333333333333
"LOC492311",0.36225,1.333,1.146,1.60125,0.34575
"LAMP3",0.793333333333333,1.74666666666667,-0.7535,0.993333333333333,3.063
"CD38",-3.512,-2.5345,-3.44125,-2.0385,-0.21575
"C9orf30",-2.062,-1.151,-4.45416666666667,-1.346,-0.5355
"TSSK1B",0.4125,0.16025,0.33,0.205,-0.34275
"ZFX",1.1902,0.772,-0.0608,0.1933,-0.0641
"SND1",-0.7445,-0.2105,-0.92475,-0.32325,0.13825
"C9orf37",-0.720166666666667,-1.2365,-0.801833333333333,-1.45666666666667,-1.23983333333333
"C9orf39",-0.7175,-1.47116666666667,0.303166666666667,-0.338833333333333,-1.55433333333333
"ZFR",0.00600000000000001,0.31225,0.2175,-0.029,0.37325
"IFI27",4.16575,3.051,5.25,2.0785,3.19325
"CD33",-1.185,-1.3705,-2.303125,-1.896875,-1.296625
"CD34",3.326375,4.6645,3.72125,4.55,4.150375
"CD36",2.24335714285714,2.98257142857143,0.566857142857143,3.994,4.25021428571429
"CD37",1.52833333333333,1.05833333333333,0.1125,0.3615,1.337
"POLR3F",-0.1615,-0.2315,0.695666666666667,-0.215833333333333,0.0125
"POLR3G",-3.1135,-3.32525,-3.50025,-2.17425,-2.848
"POLR3D",-1.514,-0.706375,-1.579625,-0.898,-1.006875
"POLR3E",0.03225,-2.11016666666667,-1.136,-1.84941666666667,-1.73883333333333
"POLR3B",-0.2397,-0.1087,0.1087,0.1369,-0.6566
"POLR3C",0.34625,0.24325,-0.15125,0.0405,0.48875
"POLR3A",-0.6564,-0.2091,-0.7634,-0.9474,-0.701
"TXNDC1",-0.909166666666667,-0.095,-0.2125,-0.0125,-0.330333333333333
"APCDD1",-1.5805,1.9215,1.74516666666667,3.147,2.03033333333333
"TXNDC3",1.365,1.24,-0.7665,0.028,0.173
"TXNDC2",-0.4585,-0.761,-0.9975,-0.717333333333333,-0.570666666666667
"TXNDC5",-1.688,-0.786125,-2.043625,-0.635,0.42825
"TXNDC4",-0.3,-0.08275,-0.312416666666667,0.191916666666667,-0.294083333333333
"POLR3H",0.192785714285714,0.223142857142857,0.0405714285714286,0.261071428571429,0.884714285714286
"TOPORS",0.29725,0.62075,0.57975,0.6195,0.12375
"EP300",0.542071428571429,0.709214285714286,0.423642857142857,0.480214285714286,0.830357142857143
"GRIA3",0.1346,0.4631,0.0159,1.8414,1.9818
"FAM46D",-0.0185,0.3265,0.1065,-0.639,-0.0635
"DUT",-0.1725,-1.77175,-0.5695,-0.9015,-0.53175
"USP43",1.8885,0.8875,0.0538333333333333,0.699166666666667,2.003
"DNMT1",-0.714125,-0.9125,-0.875625,-1.1325,-0.657125
"FAM46A",-2.1705,-0.072,-0.668,-0.1625,-1.26683333333333
"FAM46B",1.09125,2.4735,0.184625,0.874,1.072125
"FAM46C",-0.1061,0.1873,-1.5629,-0.037,-0.1951
"R3HDML",0.315,0.51725,0.45075,-0.0885,0.23525
"PSD2",0.15525,-0.075,0.12825,1.9685,-1.21
"TPST1",-1.7845,-0.70775,-1.46825,-0.3665,-0.48575
"WDR69",-0.974,-0.41325,-0.90375,-0.41475,-1.48975
"MIRH1",-3.4652,-4.5973,-3.322,-2.8345,-4.185
"PSD4",1.451,1.437,1.91283333333333,0.670166666666667,1.00233333333333
"WDR62",-0.90375,-1.697,-1.6965,-1.96475,-0.803
"WDR63",2.32175,0.31875,0.64275,0.92075,-0.167
"ASRGL1",-0.707875,-0.40675,-1.043,-1.135875,-2.447375
"WDR61",0.629833333333333,-0.825833333333333,0.307166666666667,-0.00166666666666667,-0.662
"WDR66",1.952625,-0.951625,0.65375,0.1815,1.006875
"WDR67",-0.7365,-1.37625,-0.9145,-1.32075,-1.07375
"PLXNA4B",-0.5105,-0.75,-0.496,-0.0575,-0.446
"WDR65",0.857,0.901375,1.778,0.775,0.610285714285714
"PRMT8",-0.3965,-0.4815,-0.443833333333333,-0.5725,-0.334
"HOXD8",-0.72375,1.448,-0.53425,1.836,0.7905
"HOXD9",0.4455,0.93175,0.42825,0.82325,1.00625
"SLC25A3",0.394,-0.206875,-0.00687500000000001,-0.10275,-0.117875
"SLC25A2",0.03525,0.52625,0.22125,0.1465,0.02925
"SLC25A1",-1.46883333333333,-0.5125,-0.264166666666667,-0.472,0.302
"PRMT1",-0.65575,-1.53025,-1.382,-0.76275,-1.64875
"PRMT6",-0.435,-1.4495,0.503,0.2075,-0.09275
"HOXD1",-1.4415,0.502833333333333,-1.953,-0.303666666666667,-0.941166666666667
"SLC25A5",-0.0542142857142857,-0.2555,-0.490571428571429,-0.761142857142857,0.228214285714286
"SLC25A4",0.622,-0.295166666666667,1.232,-0.0316666666666667,-0.711333333333333
"LOC402057",-0.83525,-0.9885,-1.11825,0.294,-1.02575
"TMEM176A",3.1785,3.5215,2.8425,3.67125,4.257
"HMGCR",-0.942125,-0.475125,-0.11425,-0.254625,-0.00662499999999999
"TMEM176B",2.35183333333333,3.061,2.296,3.22033333333333,3.66
"ITFG2",0.1789,-0.1659,0.00329999999999999,-0.0218,-1.0585
"ORMDL2",1.439375,0.00687499999999999,1.426375,0.243875,0.956125
"ORMDL3",0.7961,0.7991,2.0598,0.8629,-0.0597
"ORMDL1",0.495375,-0.30825,0.45625,-0.304125,0.086875
"LOC388419",0.223,0.0325,0.116,-0.35,-0.502
"KIF5A",-1.281875,-0.786,0.852,-0.354875,-0.849875
"KIF5B",-0.0165,-0.107,0.238,0.0915,0.25275
"KIF5C",1.55225,0.255125,1.497125,-0.046375,-0.30625
"MASP1",-1.07391666666667,-0.924,-1.06183333333333,-0.280333333333333,-1.37291666666667
"MASP2",-1.0125,-1.2495,-1.8435,-1.0615,-1.112
"TRIM52",-0.60875,-1.419125,-0.57025,-1.287375,-1.889125
"OR10H2",0.452,0.3285,0.4615,-0.09525,0.6865
"OR10H3",-0.202,0.732,0.8585,0.361,0.288
"SIRT1",0.38625,0.8015,0.329,0.65325,-0.14825
"KIAA1107",-0.283333333333333,1.38466666666667,0.718833333333333,1.30666666666667,-1.1684
"CD3D",-3.61675,-2.9115,-4.43725,-2.6705,-2.365
"CD3E",-1.15725,-0.53325,-1.14608333333333,-0.510166666666667,-0.385916666666667
"CD3G",-2.867,-1.84283333333333,-3.9315,-1.71433333333333,-1.73866666666667
"CCDC50",-1.83925,-0.9968125,-0.6505,-0.333625,-0.615125
"ACADS",0.814181818181818,0.0260909090909091,1.93336363636364,0.557636363636364,0.877545454545455
"KIAA0141",0.100875,0.483375,0.066,0.32825,-1.004125
"FOXJ1",2.4996,0.0276,0.496,0.0303,-0.4434
"OR10V1",0.003,0.208,0.7885,-0.0615,0.54
"HSPG2",-0.265,1.167,-0.488,0.7075,0.893
"FOXJ2",0.058875,0.521,0.439125,0.618,0.349125
"FAM55A",0.6395,1.2035,-0.268,0.075,-1.1315
"LARGE",0.37675,1.203,0.75975,0.99975,0.92575
"CD209",0.178,0.39375,0.376125,0.63075,0.1895
"FOXJ3",-0.087,-0.0785,0.5435,0.18825,-0.3615
"LAIR1",1.25175,1.190375,0.231875,0.376375,1.871375
"IFNGR1",0.9745,1.64075,-0.124,2.834,1.336
"IFNGR2",1.04866666666667,1.56583333333333,-0.482833333333333,1.07533333333333,1.85483333333333
"LAIR2",-0.39725,1.08275,-2.0135,-1.18425,0.7035
"CD200",-2.197,0.12325,-1.71125,1.5225,0.313
"SEC16A",0.249333333333333,1.48658333333333,1.13266666666667,0.852666666666667,0.618
"SEC16B",0.119,1.143,0.2695,0.209,0.516666666666667
"OR10H5",0.2745,0.115,0.3665,0.3385,0.0665
"ACADL",-0.74,0.694333333333333,-1.84516666666667,1.10533333333333,-0.53
"MAFB",2.03033333333333,3.153,2.45516666666667,2.33516666666667,2.35516666666667
"CD207",1.154,1.6855,0.3225,0.7505,1.945
"OR9K2",1.2015,-0.028,0.3585,0.5215,0.083
"USP49",-0.6575,-1.9895,-1.469,-1.2865,-2.2705
"TMEM123",-1.1922,-0.6908,-1.9084,-0.0889,1.5402
"USP45",-0.961,-0.51325,-1.26225,-0.94125,-1.404
"USP44",-4.793,-3.177,-4.131,-2.058,-5.1575
"USP47",0.400928571428571,0.979857142857143,1.32457142857143,1.05642857142857,-0.2605
"USP46",0.759333333333333,0.252166666666667,1.31883333333333,0.916333333333333,1.019
"PPARGC1A",-2.6016,-1.088,-3.5309,-1.1423,-1.5011
"PPARGC1B",-0.85475,-0.7535,-0.47075,0.09275,-0.344
"USP42",-0.07975,0.444375,0.18225,-0.156375,-0.1365
"KCNK16",0.0135,0.57025,0.346,0.82625,-0.2705
"HCP5",1.6505,1.86,1.91,0.9555,1.21125
"SIRT7",-0.104,-0.453166666666667,0.539,-0.731333333333333,-0.152833333333333
"NFE2",-5.596,-5.13275,-2.57925,-3.901,-5.41275
"MADCAM1",-0.314666666666667,0.1245,-0.439166666666667,-0.555833333333333,-0.687333333333333
"CX3CL1",-0.7502,1.60125,-0.6955,2.393,3.0921
"LENG1",0.745,0.415166666666667,0.705166666666667,0.130333333333333,-0.464666666666667
"MAFG",-1.04,-1.15816666666667,0.115666666666667,-0.560333333333333,-0.316833333333333
"CDK2",-2.1055,-1.1035,-1.78925,-1.524625,-2.11375
"KIAA2013",-0.667,0.244625,-0.345125,-0.523,0.012375
"FAM133A",-3.236,-1.92825,-3.73542857142857,-1.7045,-3.478625
"UMPS",0.336125,0.07225,0.027625,-0.133625,0.27775
"C18orf1",0.578666666666667,2.62266666666667,1.98916666666667,1.5575,0.852333333333333
"LOC201725",-1.40183333333333,-0.442166666666667,-0.814666666666667,-0.5025,-0.822833333333333
"C16orf68",0.445666666666667,-1.34125,-0.64075,-1.15925,-1.11075
"OVCH2",-0.2055,0.1175,0.0875,0.7415,-0.4295
"NCAPD2",-1.48116666666667,-1.6135,-2.0675,-2.13733333333333,-1.74283333333333
"SCRN3",1.38958333333333,0.156,1.27916666666667,0.757416666666667,0.08725
"SCRN2",0.5765,0.0148333333333333,-0.489666666666667,0.517,-0.541
"SCRN1",-2.965,-2.291625,-0.3185,-0.890125,-1.371125
"CDK3",-0.7645,-0.7085,-0.37675,-0.66025,-0.721
"METT11D1",-0.32275,-0.71875,-0.59325,-0.5075,-1.651
"CDC20B",2.55925,0.182,0.71825,0.05125,0.550666666666667
"BLM",-1.5815,-3.384,-2.593,-2.64175,-1.261
"RCE1",1.11666666666667,-0.0335,0.532,-0.116666666666667,0.616
"TNP2",0.435833333333333,0.0955,0.249333333333333,0.1145,-0.323666666666667
"ATOX1",0.8825,0.135125,0.064125,-0.097625,-0.564
"TNP1",0.465,0.21675,0.30575,0.118,0.7065
"NANOS1",0.737,-0.72725,-1.59875,1.439,1.472625
"ACAD9",0.251,-0.152625,0.26,0.061375,0.208
"NANOS3",0.565333333333333,0.373166666666667,-1.17533333333333,0.123833333333333,0.7715
"UEVLD",0.723,0.681166666666667,1.208,0.67,0.812333333333333
"CYP2E1",0.778625,-0.872125,-0.1855,0.100375,-1.015125
"LENG8",-0.03475,-0.1885,0.165,-0.134,0.23425
"ITFG1",-0.401,-0.979,0.258,0.2725,0.348
"TEDDM1",0.572,-0.434,-0.18325,0.164,1.42575
"NPBWR1",1.837,0.3465,0.8165,-0.8525,0.9845
"PALM2-AKAP2",-1.62333333333333,0.205,1.082,1.15666666666667,0.325
"C10orf47",0.668166666666667,0.2915,-1.12416666666667,0.0915,0.0108333333333333
"C10orf46",1.10725,0.14,0.3767,0.7892,0.83955
"ATP5F1",-0.262125,-0.20925,0.39225,-0.042,-0.0685
"USP8",0.15625,-0.503,0.21175,0.09425,0.14125
"RPS7",-0.944,-0.1725,-1.0945,0.267,-0.583
"RPS6",-0.216625,1.073875,-0.46075,0.87925,-0.14175
"ADAMTS13",-0.652125,-0.2545,0.65325,-0.62175,-1.343125
"ADAMTS12",-0.203833333333333,0.103,-1.0635,0.4235,0.1005
"PLCE1",1.3365,-0.6835,-1.9525,0.3765,1.5125
"RPS2",-1.04375,-0.92375,-1.78975,-0.77625,-1.427
"ADAMTS17",-0.2045,-0.188,0.274,0.2605,-0.529
"ADAMTS16",1.1815,0.665,-0.506875,0.51625,0.9985
"ADAMTS19",2.2985,-2.0905,0.1905,-0.404,-2.44833333333333
"VDAC2",-0.314666666666667,0.120833333333333,-0.891166666666667,-0.379833333333333,-0.438
"VDAC1",-0.26725,-0.024375,-0.136,-0.0975,-0.569375
"RPS9",0.5595,0.6465,0.0421666666666667,0.663333333333333,0.454666666666667
"RPS8",-0.922666666666667,0.484833333333333,-0.337333333333333,0.804833333333333,-0.838166666666667
"SLC7A7",3.5545,3.31825,2.21325,2.5195,3.87775
"DEF6",-0.302833333333333,-0.151,-0.879,-0.626333333333333,0.100833333333333
"DHX58",2.16633333333333,1.536,3.86933333333333,1.53,0.233666666666667
"C21orf42",0.188,-0.16275,-0.4675,-0.219,-0.07025
"DHX57",-0.55425,-0.23575,-0.3015,-0.119125,0.057875
"DEF8",-1.3781,-1.7164,-1.4901,-1.4293,-0.0695
"ZNF285A",-0.416833333333333,1.6105,2.0325,1.20233333333333,1.7905
"PPBP",-0.13875,0.4155,1.94025,0.3715,0.971666666666667
"SLC6A18",0.70675,0.328,0.79725,-0.0205,0.653
"SLC6A13",-0.50675,-0.287125,0.188,-0.29,-0.26625
"SLC6A12",0.5745,0.94175,0.3025,-0.22425,0.680125
"SLC6A11",-0.1825,-0.565,-0.783,-0.411,2.728
"VPRBP",0.4135,-0.224666666666667,0.5665,-0.430333333333333,0.258666666666667
"SLC6A17",0.72075,0.479,0.7325,-0.2315,0.66225
"SLC6A16",-1.007,-0.64125,-1.94425,-0.08275,1.9215
"SLC6A15",-3.36883333333333,-3.645,-3.23716666666667,-2.61675,-4.55441666666667
"SLC6A14",-4.890375,-3.218125,-5.06725,-0.27975,-1.607125
"GALT",-0.2511,-0.9764,0.2292,-0.0898,-0.0242
"HMGCS1",-2.1401,-1.7933,-2.0013,-1.2613,-0.4067
"KIAA1450",-0.154,0.53575,2.101,0.879,0.3935
"USP3",0.6237,-0.8622,-1.2725,0.0494,-0.1093
